id,title,original_title,overview,release_date,vote_average,vote_count,popularity,poster_path,backdrop_path,original_language,genre_ids
1677102,Hamilton House,Hamilton House,"A home of struggling actors will stop at nothing to create a haunted house to catch the eye of their new neighbor, a legendary horror filmmaker.",2026-06-27,0.0,0,2.3852,/e5QZkK3xFDQhfqffWue5HaOI9Lq.jpg,,en,"35,10749"
1700285,Double Edge: The Returned,ダブルエッジ～甦った男,,2026-06-27,0.0,0,0.6063,/5fRLXfBf7LCydZ9AWMhbexbfaIS.jpg,/5QlOAQA9giYGp4RzeEATWZ9QeZT.jpg,ja,"18,9648"
803145,The Fearsome Melody,戦慄の旋律,"A haunted melody, a used record one must possess. At any cost.  Adapted from Junji Ito's short story Used Record.",2026-06-27,0.0,0,0.7312,/duwXEZPnGAV1fUI8U8SiOtHOFpC.jpg,/a9cI8UtYKHjD0Xro1OQAiqM6G5l.jpg,ja,"27,10770,10402"
1698557,The Goose That Laid the Golden Egg,The Goose That Laid the Golden Egg,"When a psychiatrist discovers that a medication for the treatment of acne is causing teenagers to kill themselves, the pharmaceutical company sets out on a campaign to destroy the source of the threat to their billion-dollar-a-year drug.",2026-06-27,0.0,0,1.0824,/wn6xwVcmt1G7lWUsxM8XljsA3Bb.jpg,/dgDwVsLGo7jangGTinlLKGuLUHw.jpg,en,
1729758,A Little R&R,A Little R&R,"Five career criminals with cryptic pasts are forced into a deadly game of Russian roulette where only one will survive, and nothing is as it seems.",2026-06-26,0.0,0,0.4584,/pQvO7d09664HtlYSnh6SYU5Zrjl.jpg,/rFTfb3ngGo9PYBTEigwA6uOeFTs.jpg,en,"53,80"
1736332,Maldita Helena,Maldita Helena,,2026-06-26,0.0,0,0.3885,/pbGKzcM0tTv1wkRZPRpw04fLQHz.jpg,/Awq6Tp9wV35RjIQKMW1rmz1Vsku.jpg,pt,18
1737302,Space Coast Confidential,Space Coast Confidential,A veteran detective is paired with a transplant detective from Massachusetts to investigate strange occurrences in Cocoa Beach.,2026-06-26,2.0,1,1.1503,/vlcnMQMXV5KW0IRUrccPTsG9u6k.jpg,,en,"18,80,878"
1738953,E.V.A.,E.V.A.,,2026-06-26,0.0,0,0.8094,/ucA7oCUlG6gbmHnI1NXHsTH2ekc.jpg,/hhHxen1Qd9mrAugazAy8bErjS0X.jpg,pt,"18,878,9648"
1737876,Caramelo,Caramelo,,2026-06-26,0.0,0,0.3512,/3BsNXs4Y7YWe5KK8HdsTxHzp0r3.jpg,,es,
1738109,Burada Olmayan Adam,Burada Olmayan Adam,,2026-06-26,10.0,1,0.3266,/xndMfMnIgaBRbXY8FHDTDFccEQT.jpg,/4s97QBSvoPycagg7UZNs9Acj9cs.jpg,tr,"9648,53"
1734152,The Executor,Исполнитель,"While patrolling a restricted zone, Agent MU-0213 is ordered to track down and execute a deserter. During a deadly confrontation, he discovers that his opponent is the fugitive agent MU-1225, known as Tristan. Cornered and seemingly doomed, MU-0213 is spared when Tristan asks him a single, unexpected question: ""Do you have a name?"" The question awakens fragmented memories, forcing MU-0213 to question everything he believes about himself. But what is Tristan really after, and why would a skilled sniper spare his enemy when he had the perfect chance to kill him?",2026-06-26,0.0,0,1.2378,/p8rcBRSXTQTUUDoc2m9Ic7aqFZa.jpg,/lLXKP5hVbF7ZLCR2P8ka47UAYZR.jpg,ru,"28,18,878"
1740247,Ensemble Stars! The Stage -Requiem from Knights-,『あんさんぶるスターズ！THE STAGE』 -Requiem from Knights-,Stage adaptation of the event story Requiem.,2026-06-26,0.0,0,0.9888,/locrobpytofrbFeAegT6W0izQlk.jpg,/hsrbj38kmvE8t5wBtgx8VooPLS2.jpg,ja,10402
1735516,Therion,Therion,"A secluded lakeside cottage in the woods becomes the stage for a chilling transformation, as an unseen darkness within its lone occupant begins to surface.",2026-06-26,0.0,0,1.3653,/5t4Za679LCKqs2uVTOvswkE81hT.jpg,/1LFQh16UMBZ65SUK7bABLODL9tu.jpg,en,"27,53"
1731368,Moda Kavida Vaatavarana,ಮೋಡ ಕವಿದ ವಾತಾವರಣ,"Two couples at a scenic resort bring emotional baggage and secrets. As bonds are tested and new connections form, mysterious events trigger suspense, romance, humor, and shocking twists that transform their lives.",2026-06-26,0.0,0,1.6487,/cy9aH0CfTTFLM4tGXgciHz6yoQx.jpg,/w6WWqx0BvARKZbHU83JOgf7Wfvg.jpg,kn,"18,878,10749"
1732697,Portal,Portal,"Two friends loaded their bikes with camping gear, some cameras and a portable music set-up, and headed up into the wild Highlands of Scotland for 10 days in search of some of the most remote locations in the UK to compose music - up mountains, into caves, past crystal blue lochs and into make shift studio spaces in remote 'bothies'",2026-06-26,0.0,0,0.5016,/pN2ru734b71uWeLKRH5EhjYBHkb.jpg,/6HEHVFZmNWajHL4q707yDCxIoXN.jpg,en,99
1719920,Catarsi,Catarsi,,2026-06-26,0.0,0,2.6269,/w1QIovLBjvPCGWI2AMUD3iCyTk7.jpg,,it,18
1732035,Choosing Violence: The Skin Graph & Gnarl Weekend Tour,Choosing Violence: The Skin Graph & Gnarl Weekend Tour,"Skin Graph is a powerviolence band currently split between Tupelo and Starkville while Gnarl is a project from Starkville that can only be described as a violent form of drone metal, and in January of 2026, two bands set out on a short weekend tour through the scenes of deepest of the deep south.",2026-06-26,0.0,0,0.4518,/ld96tKRjnwUvspy5zFqcbmrFBuF.jpg,/fCtmNxD1ntRdlLdDguutPZb65e2.jpg,en,"99,10402"
1731981,The Painter,The Painter,"Danae, a young woman seeking human contact through a dating app, accepts the invitation of Akis, an older man, for their first date at his home. Akis is a painter and his art revolves around the female form. The evening unfolds calmly and charmingly; the two eat, talk, dance and indulge in a sense of intimacy that seems to gradually bring them closer. But behind the apparent peace of the house, something dark lurks. When Danae accidentally opens the wrong door, she is confronted with a terrifying image that turns everything upside down. Panicked, she tries to escape, while the night turns into a nightmare where the boundaries between desire, obsession and art begin to dissolve.",2026-06-26,0.0,0,1.7015,/9LN0kybXwXC4N4CoIzZXjoP2J9q.jpg,,el,53
1723797,Playtime,Playtime,"Deputy Sheppard must survive a psychotic children's game with deadly consequences in this terrifying thrill ride that explore the dears of family loss, questions the horrors of humanity and asks what it means to be a ""real boy.""",2026-06-26,0.0,0,1.4646,/45jmJMXNp3YhIWlE62aryruSLYJ.jpg,,en,27
1732177,PonyGirls666,PonyGirls666,,2026-06-26,0.0,0,1.0516,/bg6NMuIPzUNK4QpCXmz70i7iBl6.jpg,/nN3nclpzlSNpAe7W9TAIgoBt7vW.jpg,fr,35
1723569,Be Forever Yamato - Rebel 3199 - Part 6: Blue Labyrinth,ヤマトよ永遠に REBEL3199 第六章　碧い迷宮,,2026-06-26,0.0,0,0.7393,/idMzVaTIBHmJDaLJAg4IvaeNGWJ.jpg,/6aSEkWgA5EDTXEcGjrECKunXoSs.jpg,ja,"16,878"
1721701,Visitors of the Unknown,Visitors of the Unknown,"When an experimental NASA probe crash-lands in their backyard, two siblings find themselves at the center of an extraordinary encounter with the unknown.",2026-06-26,0.0,0,0.5593,/iGlLOGEoLJ71AlYONfL1AZrFAnX.jpg,/1iv53crNULDH5t4dsY8S1CMMDfp.jpg,en,"878,53,10751"
1740928,Going Out for a Cigarette,Going Out for a Cigarette,A man goes out for a cigarette,2026-06-26,0.0,0,0.4941,,/pFrEiuWKzXiG6xFfgmjLzldvct8.jpg,en,
1721639,Tera Mera Nata,Tera Mera Nata,"A heartfelt tale of love, family and emotional bonds, Tera Mera Nata explores relationships tested by time and circumstances. Screened at the 79th Cannes Film Festival, the film earned international acclaim for its emotional storytelling.",2026-06-26,0.0,0,0.4362,/7v8xkJovfcZeGFrlpPSlee7vhC1.jpg,,hi,"10749,10751,18"
1725539,Cinnamon Girl,Cinnamon Girl,Two friends film an audition tape for the new season of Love Island.,2026-06-26,0.0,0,0.9092,/okMgTGHRkURLOgFujVGxq27aA9W.jpg,,en,18
1741045,El ascenso de Diego Forlán,El ascenso de Diego Forlán,,2026-06-26,0.0,0,0.6123,/5ZvAqAd3PXDs9v8sTeJsonP9ICO.jpg,/mDPTN1XsNImK63GWyM6NLhzX8q0.jpg,es,99
1724106,To the Heart,Fino al Cuore,"Tina is driven by an inexplicable tension. An unknown woman hands her an artichoke. From that moment on, Tina finds herself in a non-place suspended between dream, reality, and memory—a beach where Chiara, a girl with whom she feels a strong bond, is waiting for her.",2026-06-26,8.0,1,0.404,/q2VjmyiOJfTVmQb2PsrY5DKR4A7.jpg,/nSPKhmvMuWhs08qCpvV6CNIWdHg.jpg,it,"18,878,9648,14,28"
1721573,How to Live on Earth,How to Live on Earth,"A visionary feature documentary that explores our vital connection to nature and its role in our future. Presented by Benedict Cumberbatch, this ultimate 'how-to guide' features inspirational, cutting-edge stories and powerful cinematography from around the world to reveal how humans are learning to team up with nature to solve our biggest challenges.",2026-06-26,0.0,0,0.5097,/cMnvp0FdUR7T5etiSTfshFHyCk3.jpg,,en,99
1725224,Rise Against - Hellfest 2026,Rise Against - Hellfest 2026,,2026-06-26,0.0,0,0.3638,/7HOtvHz56WWgIsfshUTEn6jBHnr.jpg,/tQME55T2HLNM9ychVrIUH1hz6Uz.jpg,fr,10402
1725220,Tussen liefde en leegte,Tussen liefde en leegte,"Fourteen years ago, Fee's mother died as a result of alcohol addiction. What remained were elusive feelings and the memory of her mother, which became increasingly distorted by the addiction.",2026-06-26,0.0,0,0.5896,,,nl,99
1725218,Lagwagon - Hellfest 2026,Lagwagon - Hellfest 2026,,2026-06-26,0.0,0,0.2961,/lDC9EyK4CEGCWncjTsroGDzNGD1.jpg,,fr,10402
1725211,Carach Angren - Hellfest 2026,Carach Angren - Hellfest 2026,,2026-06-26,0.0,0,0.3492,/yUPHaa0Gf5GE5TIGk4LZ7xk3J92.jpg,/sxE19PO8mJ8Bp3KrC4PIzKmOk6L.jpg,fr,10402
1724497,Marillion - Thank God for the Internet,Marillion - Thank God for the Internet,,2026-06-26,0.0,0,0.4649,/3OSa5Jj4PrzXQhK5pcqqP4HX9sx.jpg,/zFqkArfBTauB4BEQqWemFpzrNgf.jpg,en,
1724166,Chettu Meedha Dhayyam Nakem Bhayam,Chettu Meedha Dhayyam Nakem Bhayam,Karthik along with his friends go to a farm house for research work. They encounter various issues. Why did Karthik change after listening to the ghosts? What research is being done by Karthik?,2026-06-26,0.0,0,0.3544,/hzAcur0HiD0q3AxkQHnx1h2R1mK.jpg,/khLrraaX8nEDxUWWwSNjSxdS2XC.jpg,te,"27,35"
1724110,Иностранцы,Иностранцы,,2026-06-26,0.0,0,0.3487,,,ru,35
1723970,A Broken Man,A Broken Man,"A man vents about his unraveling life to his best friend, unaware that the truth of their conversation extends far beyond his own perspective.",2026-06-26,9.0,1,0.5396,/4GlXpaw5XcoMVMdMtqWCoEYDW9y.jpg,/meduIXK43QiOmePkgVXQgMLfZhu.jpg,en,"35,18"
1741673,Bruise,멍,,2026-06-26,0.0,0,0.5223,,,ko,"18,53"
1723900,A Case Full Of Dreams,A Case Full Of Dreams,"This Multi international award winning film is about a young man trapped in the routine of working life begins to question the path laid out in front of him. As reality starts to blur with dreamlike visions of freedom, he is forced to confront the dreams he left behind and the person he used to be. A surreal short film about routine, lost ambition, and the search for meaning.",2026-06-26,0.0,0,0.3085,/f0vm8NR5LyFD3SCA5TKQAz5lRLu.jpg,/jeQ49M935Ud1bZwosWnFS5aVceu.jpg,en,18
1727903,See Ya There,Te Vejo Lá,"Atop a hill, under a full moon sky, Violeta and Rosa are about to embark on an astral travel.",2026-06-26,10.0,1,0.4073,/tb2uXMyMQvmO85tlb4uuo0BseMK.jpg,/9ktJKe95SrO1HBnevWnUlwTGUd7.jpg,pt,"16,14"
1728530,That Girl,הנערה הזאת,"Shira, a teenage girl from a kibbutz in northern Israel, begins working at the kibbutz fish ponds. Working in the same place where her mother worked in her youth brings a story from the past to the surface.",2026-06-26,0.0,0,0.3095,,,he,18
1729116,Go! Anpanman: Pantan and the star of promises,それいけ！アンパンマン　パンタンと約束の星,"Anpanman saves Pantan, the old red panda. Pantan needs to fulfill his promise.",2026-06-26,0.0,0,0.4616,/3yJDUQ71qCGC5A63znFFjormKTs.jpg,,ja,"16,10751,12"
1738076,Andharan,Andharan,"Karthika's fiancés mysteriously die before marriage. Officer Chezhiyan investigates the deaths and discovers dark secrets from her past, revealing the hidden forces haunting her life as truth and fear collide.",2026-06-26,0.0,0,0.6546,/3cy5aVMPcIkEn99lDbgnH7j4QOj.jpg,/kaTGifoQW0qpR2ryK9Yy0iGoQgF.jpg,ta,53
1747710,O Block: The Movie,O Block: The Movie,An action packed and dramatic film covering the tragedy of O block and the deadly corruption ruled by Lil' Curtis,2026-06-26,10.0,1,0.3177,/uTSiAHy7Il78yvYxj9qNcyEBlug.jpg,/6OwZXTFx3OgDyzMG75F6xYc1lJv.jpg,en,"35,28"
1745803,Dreams of a Coward Man,Dreams of a Coward Man,"Sidney, a student, and Nelly, a prostitute, meet at her apartment outside the context of her work. Both are insecure about what is to ensue, as it is Sidney's first time being with a woman, and Nelly's first time in years with a non-client. Their attempts to hide their insecurity fail as the evening moves forward. Will they manage to save the mess?",2026-06-26,0.0,0,0.7735,/r6ORlppOAn2fEWZ4Xr6W8t1HKWs.jpg,,en,18
1741839,Tytti,Tytti,"Drawing from the nonlinear nature of the canon of Karelian oral folklore, ""Tytti” is a patchwork in shortfilm form, embodying the transnationalism and diversity of contemporary experiences and contexts within our community. Its focus is on the concrete concept of tytit, or dolls, and the conceptual concept of tyttiys, or dollness. Belonging to a stateless nation may at times feel like you aren't in control of yourself, that you're more of an object than a human being - a doll. Despite this Karelians and Karelianness constantly find new ways of being.",2026-06-26,0.0,0,0.3252,/q7HhgHswDNN2Pc2BH5fBQdIV9kS.jpg,,fi,
1721609,MothBlight,MothBlight,A young man pursues through strange dreams and visions to get to the girl of his dreams,2026-06-26,0.0,0,0.3589,/lrgtpGME9kEcKnvhFpvZhg8iIJH.jpg,/bhV8YEGgQWfCvDCcRYHbTRVBKmV.jpg,en,"18,27"
1721707,King of The Shoulders,ملك الأكتاف,"A tale inspired by traditional craft, about the Saudi bisht as a symbol of identity, pride, and dignity, and its journey from the hands of craftsmen to global stages.",2026-06-26,0.0,0,0.4972,/vWsO6gHNc0ubfFlTawEOq5DD5de.jpg,/4mXrx8jZVLIhWNFg5hizA8ygAHq.jpg,ar,99
1721312,Moda Kavida Vaathavarana,Moda Kavida Vaathavarana,"Moda Kavida Vaatavarana is a youthful romantic thriller centered around two couples who arrive at a scenic resort, each carrying their own emotional baggage and untold stories. As relationships are tested and unexpected connections emerge, a series of mysterious events unfold, leading to suspense, romance, humor, and surprising twists that change their lives forever.",2026-06-26,0.0,0,0.8277,/fnw5dlo8c1eWKMo5YMPkcA3vLCk.jpg,/tDSynHH8SL1Fzd4U2PSxANwOWsK.jpg,kn,"10749,53"
1722331,The Award Ceremony of the 31st Shanghai TV Festival Magnolia Blossom,第31届上海电视节“白玉兰绽放”颁奖典礼,"The 31st Shanghai Television Festival ""Magnolia Awards"" Ceremony  took place on June 26, 2026, at the Lingang Center in Shanghai. As one of the most prestigious and authoritative television honors in Asia, the Magnolia Awards celebrate exceptional achievements in TV broadcasting, acting, directing, and screenwriting.The 2026 edition evaluated outstanding Chinese dramas, variety shows, and international programs. The jury panel was highly globalized, featuring 15 industry professionals from seven countries, including Ireland, Germany, France, Malaysia, Singapore, Italy, and China.",2026-06-26,0.0,0,0.7059,/bIbmQBNXRgX4n6ye6S7QuhjuzbV.jpg,/9nHF9ay0P2ne4XADvojWpnHFrUx.jpg,zh,99
1723187,A Intrusa,A Intrusa,Three girls studying together start to discuss about the existence of aliens when a secret is revealed.,2026-06-26,0.0,0,0.3052,/tZTWpQnx5lNMsrChf6MvNTjdaUP.jpg,,pt,"14,878"
1722979,(B)untung,(B)untung,,2026-06-26,10.0,1,1.5882,/1tnErLzscwZiYVgwEhUAF2Q3X1k.jpg,,id,35
1722935,A Suited Man,A Suited Man,Short film about a man who is wearing a suit.,2026-06-26,0.0,0,0.3512,,,en,
1722833,Hot Girl Summer,Hot Girl Summer,Four besties graduating high school and heading into the perfect summer discover that growing up means life doesn’t always go according to plan.,2026-06-26,0.0,0,1.1589,/8Cb4YWZYakapMaMU5MyQL3yB6U1.jpg,,en,18
1722808,I Love You Where the Sunny Days Are,I Love You Where the Sunny Days Are,"Mati leaves the country to meet Julia, her girlfriend, who currently lives in a distant and cold place. There, they face a lack of identity and the impossibility of returning home.",2026-06-26,0.0,0,0.5184,,,pt,10749
1722759,Rescollo,Rescollo,"For generations, the Sánchez family has devoted their lives to pottery in Metepec, Mexico. Within a short period, two deaths shattered the balance that once held the family together. Rescollo follows their journey through grief, revealing how labor, companionship, and the act of creation become a way to preserve memory and leave behind a trace of their existence",2026-06-26,0.0,0,0.3865,/mXWuAGv4zapCkkAirPtdoXTkCnI.jpg,,es,99
1722939,somniaque,somniaque,,2026-06-26,10.0,1,0.3264,/ynAcZr60z2oVheuIeNZGsYbNCL6.jpg,/ffRxOfwhCTEGaklSE6uH5J2f6mr.jpg,fr,"9648,10749"
1722502,Dishti Bomma,Dishti Bomma,"Dishti Bomma is a horror thriller built around the idea that no one can escape the consequences of their actions. As dark secrets and past misdeeds come back to haunt those responsible, the story unfolds as a chilling tale of guilt, retribution, and the inevitability of justice.",2026-06-26,10.0,1,0.3832,/esK2v099nTxqHJIk5LS29CaJwkK.jpg,/adZ8xvB4c5sEO7d5bVQxvSvdkkc.jpg,te,"27,53"
1722322,Mamsaharam,Mamsaharam,"A vegetarian's decision to taste meat, awakens a dormant hunger within him. What begins as culinary curiosity evolves into a force that drives him beyond social boundaries and moral restraint.  A dark psychological study of addiction and escalating obsession, as a man ultimately becomes what he consumes.",2026-06-26,0.0,0,0.282,/taKG8HtJU7Pfvf6wiqqD330kCju.jpg,/dI3y0SUaEnym88YKmJp7Ih8esN5.jpg,te,"27,53"
1721812,Pipo,Pipo,"Lucas, a 7 year old boy, embarks on a final treasure hunting adventure with his imaginary friend, a journey that leads him to reaffirm his calling.",2026-06-26,0.0,0,1.8125,/ggLY5CaSX3niEvPpzgHu3YDfaHa.jpg,,en,16
1722106,After Midnight,After Midnight,"Following a late night news broadcast detailing a series of unexplained disappearances and increasingly strange reports from inside people's homes, one man dismisses the warnings as another sensational story. When he finally hears a loud knock he starts to look around his house for where its coming from, the line between broadcast and reality begins to disappear.",2026-06-26,0.0,0,0.5991,/ibyVcZePsyz26ZmPV6F32KFR6Sj.jpg,/3Y1TuTjHKkSZFn4s1OfjwKTszEj.jpg,en,27
1722057,I'm Just Like You (And It Sucks),I'm Just Like You (And It Sucks),"In Edy Modica’s debut comedy special, she discusses her longing for human connection and all of the ways she’s contorted herself in search of it.",2026-06-26,0.0,0,0.474,/qsRpUc9iIANyUoFaonSdbe8gBEq.jpg,,en,"35,10770"
1721948,Asphalte,Asphalte,,2026-06-26,7.0,1,2.3029,/4rZk2svgBfLOyP4kIgFOhU4q56C.jpg,,fr,18
1721873,Echoes Took Her Instead,Echoes Took Her Instead,"Through footsteps and shadows, a wordless story explores fear, loss and the disintegration of womanhood.",2026-06-26,0.0,0,0.2765,/t2nHNFqIcpip0wxF8zZisS1PQqk.jpg,,xx,18
1722382,Aftermath,Baakkipathram,"As a sister’s growing mistrust threatens to shatter what remains of their bond, a brother is pushed to his absolute limit to keep reality from collapsing on itself.",2026-06-26,0.0,0,1.4521,,,ml,18
1721869,Living Waters,Living Waters,"On a drifting sheet of Arctic ice, a woman comes face to face with the loneliness and uncertainty of a world that is slowly melting away.",2026-06-26,0.0,0,0.6121,/jnJHKRviJCeqj7UufbTwKw07Zad.jpg,,en,18
1721866,Mama,Mama,"Lulú, a 7-year-old girl, encourages her mother, who has recently had breast surgery, to regain the confidence to go out again.",2026-06-26,0.0,0,0.2943,/1fe7T5SgNdXWzhTmkI1s5k6ZKi9.jpg,,en,18
1726101,Vanity: (T)OUCH!,Vanity: (T)OUCH!,"The debut music video for Los Angeles rock band, VANITY.",2026-06-26,0.0,0,0.8945,/1CqqCR2GD2KveS8rsvSGxlj6P7W.jpg,,en,27
1723253,The Father - האב,The Father - האב,"A sixty-year-old widower living with dementia, clings to the handwritten notes he leaves for himself in order to make it through each new day. As his daughters pack up his home in preparation for his move to a care facility, The Father wanders through the fragments of his fading memories, struggling to understand why the people he loves seem to be slipping away from him.  As the boundaries between memory and reality begin to dissolve, The Father finds himself repeatedly reunited with the imagined presence of his late wife, Michal. Through these encounters, he embarks on an intimate emotional journey that forces him to confront an impossible choice: whether to hold on to everything he has lost, or embrace the love that still surrounds him.  In a rare moment of clarity, The Father and his daughters discover one final way to connect before the disease separates them forever.",2026-06-26,10.0,1,0.312,/42GGmCcY5DujU4CbxJPbDFdh8Gd.jpg,,he,"18,10751,9648,53"
1723365,Outer Heavens,Outer Heavens,"In a secluded part of Ireland, untouched by time, a group of older neighbours live quietly in the past. When a young woman arrives asking for their help, she disrupts their world and forces them to face what they have long avoided.",2026-06-26,0.0,0,1.8382,/tlyNKOMirTE4fS76xOsbsgE5gUi.jpg,/iZdRTqxJ2L7UrzgdPPOrmD6DGOa.jpg,en,"18,9648"
1721305,Nightdrive,Nightdrive,,2026-06-26,0.0,0,0.3489,/zT0II9Vz5ytxX2xWNMm53Iu0nCc.jpg,/l3ES97n08qCHDC8V8LfxEcz7wmT.jpg,it,"27,878"
1720567,The Myth of Sissypants,The Myth of Sissypants,An updated version of the Greek story of Sisyphus told through narrative video with live score by the artist himself.,2026-06-26,0.0,0,0.2641,/zuYnVrwTTF4PMtfXnNGsvlBBsEu.jpg,,en,
1721290,Short Cuts : Scarface de Brian de Palma,Short Cuts : Scarface de Brian de Palma,,2026-06-26,3.0,2,0.3896,/v0DULTqEi7LVs2efe7OWGcmbxTp.jpg,,fr,16
1721289,"Golden Notes, con Giovanni Falzone","Golden Notes, con Giovanni Falzone",,2026-06-26,0.0,0,0.4098,/xDQBhMQ0IyKsjxkgcCXjFHHi7Op.jpg,,it,"99,10402"
1721286,Dry Pond For narcissus,Dry Pond For narcissus,A man is sitting on a balcony while life is going on outside the window,2026-06-26,0.0,0,0.3655,/lceeYjyIDRbp8RSI6V1nTyyZesN.jpg,/uhfOLYlJ0icg3TXv3eZgN7KImQ5.jpg,en,"18,27,16"
1721205,The Diner,The Diner,"After taking her supposed last customer, two men in suits come into the diner. All they ask for is one burger; however, for some reason, Samantha feels uneasy around these two men. But why?",2026-06-26,0.0,0,0.4676,/62U5srcy4t08seChnvytXOVCHlb.jpg,/9IqPOpbfxxFKlgSiHs0tQWkMWdT.jpg,en,"9648,53"
1721025,There's a Dark Corner in My Room,There's a Dark Corner in My Room,A young woman deals with a traumatic event and a sinister corner in her bedroom.,2026-06-26,10.0,1,0.5602,/mNJ41UN4nHYrmAAks76ToeIm6rR.jpg,,en,"53,18"
1721017,MACARONS,MACARONS,Crime-Comedy Short Film,2026-06-26,10.0,1,0.3079,/bCNg4swhMYoIIy8qsVKkdgTvX14.jpg,,en,"35,80"
1720953,摇滚老男孩,摇滚老男孩,,2026-06-26,0.0,0,0.4178,/7usg45GvLK5RE3fXgEsvbVa44vo.jpg,,zh,18
1720706,Salayat 2026,Salayat 2026,A Film By Ewnet Asasahegn,2026-06-26,0.0,0,0.9132,/6vQUAnigVGWBDqnugUX1zAOXP4c.jpg,/eNIPo42AsEHRygBwMHlhLAxvJyb.jpg,am,35
1720566,The Inevitable Destruction of the World by Natural Occurrence,The Inevitable Destruction of the World by Natural Occurrence,"An experimental narrative video about a naive wayfarer encountering different paranormal phenomena embedded in the natural landscape, all while a meteor descends fatally closer to the surface of the Earth.",2026-06-26,0.0,0,0.2884,/cK64BThxOqZm9yUqoac9ASsfAtx.jpg,,en,
1722592,Worry Bird,Worry Bird,"A friend comes over after a breakup, but things are not as they seem.",2026-06-26,0.0,0,1.3964,/92gqSLQmMTfDcqyfMdgDTXv46CQ.jpg,,en,
1720391,Dernière Chance,Dernière Chance,"Noah and Louise, brother and sister, helplessly watch their parents’ marriage fall apart. Just as they are about to be separated, a mysterious pocket watch sends them one year back in time, to the day everything changed. Convinced they can prevent the event that tore their family apart, they set out to alter the course of history. But changing the past may have consequences far greater than they ever imagined.",2026-06-26,0.0,0,1.3102,/3klnQZuiJCAokYo0m0NQ9gqGR9v.jpg,/oAJkFJ4Zqg3I1DQsrKlhwfLZhj3.jpg,fr,"878,18"
1720148,Le Voyeur Fatal,Le Voyeur Fatal,,2026-06-26,0.0,0,0.283,/zKHTacwqfseKHPT8avLmimTamBg.jpg,,pt,"27,18,53"
1719995,Sofocante,Sofocante,"An artist rejected by her ailing father, bottle caps, a painting, and the day everything falls apart.",2026-06-26,0.0,0,0.3495,/61afuVtHU9Z9cezvfU03nEjLxAQ.jpg,,es,18
1719962,Viejos Conocidos,Viejos Conocidos,"Carlos and Erick have their first date at a bar after meeting online. What begins as a casual encounter gradually transforms into a more intimate and meaningful connection. However, the evening takes an unexpected turn when Carlos discovers that Erick is linked to a painful episode from his past.",2026-06-26,0.0,0,0.3429,/jafeMowwFN3hAcOw1F5nFDjfsH2.jpg,,es,"18,10749"
1719922,Behemoth - Hellfest 2026,Behemoth - Hellfest 2026,,2026-06-26,0.0,0,0.3617,/j6ZeiB8Zzfa8WvU1tX1IeSE84sH.jpg,/ywTOGLkZ6lCQWYzi7PodroGOk0c.jpg,fr,
1723555,Sideweighs and Backwords,Sideweighs and Backwords,"Using a monoprint printmaking technique to recreate archival footage, Sideweighs and Backwords forefronts the imperfect action of memory. In opposition to the immaculate reproduction of traditional print and digital media, human memory is exposed as a verb – a constant recreation of a sequence of events, a story we tell ourselves. The story told here is a movement between homeland and a new home, a constant traversing of terrain and terms.",2026-06-26,0.0,0,0.6167,/nE2kiOK5lD347WoaxDhkERLlDNh.jpg,,en,
1721640,Navya Chakra - Psycon World,Navya Chakra - Psycon World,"A series of brutal murders across different states throws the country into fear and confusion. The crimes appear completely unrelated, with no clear connection between the victims or the killers, making the investigation more disturbing with every passing day. As pressure builds on the authorities, the mystery continues to deepen and spread panic everywhere, attracting nationwide media attention and creating fear among ordinary people across the country.",2026-06-26,0.0,0,0.4235,/ipuz8BTKkOoLmVTwAUHNGdeGP3A.jpg,,hi,"80,18,14,53"
1720661,FunBoy,FunBoy,"A teen with a guilty conscience films his family vacation, but after finding a hidden gun during a game of hide-and-seek, paranoia begins to take hold.",2026-06-26,0.5,1,0.397,/agpvrRCcuBjW1QFREqe0JJkBWh2.jpg,,en,"18,53,35,80,9648"
1726071,&TEAM VR CONCERT : BOUNDLESS,&TEAM VR CONCERT : BOUNDLESS,"Captured by a mysterious organization, &TEAM is locked away in a secret laboratory. The moment their untamable nature awakens, they choose escape.  Encountering LUNÉ within the shadows of the city, they quietly reclaim their lost selves.  From 'Back to Life,' which awakens their wild instincts, through 'We on Fire,' where the wolves' energy burns bright, and finally to 'BUZZ LOVE,' where they finally rediscover their memories and emotions to share with LUNÉ!  The story that only truly begins after the escape.  <&TEAM VR CONCERT : BOUNDLESS>  We invite you into that world without boundaries.",2026-06-26,0.0,0,0.5289,/sX5Ef60LtXmyzwXzBKp3mFKuSt0.jpg,,ja,10402
1727531,Becoming,בין חורף לאביב,"Aviv and Evyatar are expecting a child, but when Arbel arrives, Aviv begins to suffer from depression. The family that has just been born now has to deal with a new and complex reality.",2026-06-26,0.0,0,0.3387,,,he,99
1726821,Jaand,जाँड,A guy sick of having only daughters toxic himself everyday with alcohol only to tear his family more than ever.,2026-06-26,0.0,0,0.9939,/ay417BbSwf0SXiQqE8wcajNbASH.jpg,/2wefYHP0SeSoy2bSXweaatX9qfY.jpg,ne,"18,10751"
